id,name,dog_status,is_spayed,is_house_trained,is_declawed,has_special_needs,shots_current,address,country,state,City,gender,age,primary breed,secondary breed,Rank_x,Total Score,Pet Budget Rank,Pet Health and Wellness Rank,Outdoor Pet Friendliness Rank,Rank_y
,,,,,,,,,,,,,,Bull Terrier,,,,,,,62.0
,,,,,,,,,,,,,,Pointers (German Wirehaired,,,,,,,63.0
,,,,,,,,,,,,,,Chinese Shar-Pe,,,,,,,64.0
,,,,,,,,,,,,,,Wirehaired Pointing Griffon,,,,,,,65.0
,,,,,,,,,,,,,,Great Pyrenee,,,,,,,66.0
,,,,,,,,,,,,,,Dogues de Bordeau,,,,,,,67.0
,,,,,,,,,,,,,,Cardigan Welsh Corgi,,,,,,,68.0
,,,,,,,,,,,,,,Cairn Terrier,,,,,,,69.0
,,,,,,,,,,,,,,Miniature Pinscher,,,,,,,70.0
,,,,,,,,,,,,,,Lhasa Apso,,,,,,,71.0
,,,,,,,,,,,,,,Old English Sheepdog,,,,,,,72.0
,,,,,,,,,,,,,,Italian Greyhound,,,,,,,73.0
,,,,,,,,,,,,,,Greater Swiss Mountain Dog,,,,,,,74.0
,,,,,,,,,,,,,,Chow Chow,,,,,,,75.0
,,,,,,,,,,,,,,Irish Wolfhound,,,,,,,76.0
,,,,,,,,,,,,,,Setters (Irish,,,,,,,77.0
,,,,,,,,,,,,,,Giant Schnauzer,,,,,,,78.0
,,,,,,,,,,,,,,Chinese Creste,,,,,,,79.0
,,,,,,,,,,,,,,Staffordshire Bull Terrier,,,,,,,80.0
,,,,,,,,,,,,,,Coton de Tulea,,,,,,,81.0
,,,,,,,,,,,,,,Russell Terrier,,,,,,,82.0
,,,,,,,,,,,,,,Retrievers (Nova Scotia Duck Tolling,,,,,,,83.0
,,,,,,,,,,,,,,Bouviers des Flandre,,,,,,,84.0
,,,,,,,,,,,,,,American Staffordshire Terrier,,,,,,,85.0
,,,,,,,,,,,,,,Rat Terrier,,,,,,,86.0
,,,,,,,,,,,,,,Basenji,,,,,,,87.0
,,,,,,,,,,,,,,Border Terrier,,,,,,,88.0
,,,,,,,,,,,,,,Standard Schnauzer,,,,,,,89.0
,,,,,,,,,,,,,,Anatolian Shepherd Dog,,,,,,,90.0
,,,,,,,,,,,,,,Retrievers (Flat-Coated,,,,,,,91.0
,,,,,,,,,,,,,,Pekinges,,,,,,,92.0
,,,,,,,,,,,,,,Leonberger,,,,,,,93.0
,,,,,,,,,,,,,,Setters (English,,,,,,,94.0
,,,,,,,,,,,,,,Keeshonde,,,,,,,95.0
,,,,,,,,,,,,,,Tibetan Terrier,,,,,,,96.0
,,,,,,,,,,,,,,Norwegian Elkhound,,,,,,,97.0
,,,,,,,,,,,,,,Brussels Griffon,,,,,,,98.0
,,,,,,,,,,,,,,Lagotti Romagnol,,,,,,,99.0
,,,,,,,,,,,,,,Spaniels (Boykin,,,,,,,100.0
,,,,,,,,,,,,,,Fox Terriers (Wire,,,,,,,101.0
,,,,,,,,,,,,,,Neapolitan Mastiff,,,,,,,102.0
,,,,,,,,,,,,,,Borzoi,,,,,,,103.0
,,,,,,,,,,,,,,Japanese Chi,,,,,,,104.0
,,,,,,,,,,,,,,Schipperke,,,,,,,105.0
,,,,,,,,,,,,,,Belgian Tervure,,,,,,,106.0
,,,,,,,,,,,,,,Welsh Terrier,,,,,,,107.0
,,,,,,,,,,,,,,Norwich Terrier,,,,,,,108.0
,,,,,,,,,,,,,,Spinoni Italian,,,,,,,109.0
,,,,,,,,,,,,,,Miniature Bull Terrier,,,,,,,110.0
,,,,,,,,,,,,,,Toy Fox Terrier,,,,,,,111.0
,,,,,,,,,,,,,,Silky Terrier,,,,,,,112.0
,,,,,,,,,,,,,,Afghan Hound,,,,,,,113.0
,,,,,,,,,,,,,,Pointer,,,,,,,114.0
,,,,,,,,,,,,,,Setters (Gordon,,,,,,,115.0
,,,,,,,,,,,,,,Irish Terrier,,,,,,,116.0
,,,,,,,,,,,,,,Parson Russell Terrier,,,,,,,117.0
,,,,,,,,,,,,,,Black Russian Terrier,,,,,,,118.0
,,,,,,,,,,,,,,Tibetan Spaniel,,,,,,,119.0
,,,,,,,,,,,,,,Saluki,,,,,,,120.0
,,,,,,,,,,,,,,Boerboel,,,,,,,121.0
,,,,,,,,,,,,,,American Eskimo Dog,,,,,,,122.0
,,,,,,,,,,,,,,Fox Terriers (Smooth,,,,,,,123.0
,,,,,,,,,,,,,,Beauceron,,,,,,,124.0
,,,,,,,,,,,,,,Belgian Sheepdog,,,,,,,125.0
,,,,,,,,,,,,,,Norfolk Terrier,,,,,,,126.0
,,,,,,,,,,,,,,Bearded Collie,,,,,,,127.0
,,,,,,,,,,,,,,Spaniels (Welsh Springer,,,,,,,128.0
,,,,,,,,,,,,,,Kerry Blue Terrier,,,,,,,129.0
,,,,,,,,,,,,,,Bluetick Coonhound,,,,,,,130.0
,,,,,,,,,,,,,,Tibetan Mastiff,,,,,,,131.0
,,,,,,,,,,,,,,Briard,,,,,,,132.0
,,,,,,,,,,,,,,Manchester Terrier,,,,,,,133.0
,,,,,,,,,,,,,,German Pinscher,,,,,,,134.0
,,,,,,,,,,,,,,English Toy Spaniel,,,,,,,135.0
,,,,,,,,,,,,,,American Hairless Terrier,,,,,,,136.0
,,,,,,,,,,,,,,Treeing Walker Coonhound,,,,,,,137.0
,,,,,,,,,,,,,,Black and Tan Coonhound,,,,,,,138.0
,,,,,,,,,,,,,,Australian Terrier,,,,,,,139.0
,,,,,,,,,,,,,,Xoloitzcuintl,,,,,,,140.0
,,,,,,,,,,,,,,Bedlington Terrier,,,,,,,141.0
,,,,,,,,,,,,,,Redbone Coonhound,,,,,,,142.0
,,,,,,,,,,,,,,Spaniels (Clumber,,,,,,,143.0
,,,,,,,,,,,,,,Berger Picard,,,,,,,144.0
,,,,,,,,,,,,,,Greyhound,,,,,,,145.0
,,,,,,,,,,,,,,Setters (Irish Red and White,,,,,,,146.0
,,,,,,,,,,,,,,Lakeland Terrier,,,,,,,147.0
,,,,,,,,,,,,,,Affenpinscher,,,,,,,148.0
,,,,,,,,,,,,,,Spaniels (Field,,,,,,,149.0
,,,,,,,,,,,,,,Nederlandse Kooikerhondje,,,,,,,150.0
,,,,,,,,,,,,,,Pumi,,,,,,,151.0
,,,,,,,,,,,,,,Ibizan Hound,,,,,,,152.0
,,,,,,,,,,,,,,Spanish Water Dog,,,,,,,153.0
,,,,,,,,,,,,,,Portuguese Podengo Pequeno,,,,,,,154.0
,,,,,,,,,,,,,,Icelandic Sheepdog,,,,,,,155.0
,,,,,,,,,,,,,,Petits Bassets Griffons Vendeen,,,,,,,156.0
,,,,,,,,,,,,,,Entlebucher Mountain Dog,,,,,,,157.0
,,,,,,,,,,,,,,Scottish Deerhound,,,,,,,158.0
,,,,,,,,,,,,,,Spaniels (Irish Water,,,,,,,159.0
,,,,,,,,,,,,,,Puli,,,,,,,160.0
,,,,,,,,,,,,,,Finnish Lapphund,,,,,,,161.0
,,,,,,,,,,,,,,Retrievers (Curly-Coated,,,,,,,162.0
,,,,,,,,,,,,,,Kuvaszo,,,,,,,163.0
,,,,,,,,,,,,,,Sealyham Terrier,,,,,,,164.0
,,,,,,,,,,,,,,Norwegian Buhund,,,,,,,165.0
,,,,,,,,,,,,,,Spaniels (American Water,,,,,,,166.0
,,,,,,,,,,,,,,Wirehaired Vizsla,,,,,,,167.0
,,,,,,,,,,,,,,Lowche,,,,,,,168.0
,,,,,,,,,,,,,,Swedish Vallhund,,,,,,,169.0
,,,,,,,,,,,,,,Polish Lowland Sheepdog,,,,,,,170.0
,,,,,,,,,,,,,,Plott,,,,,,,171.0
,,,,,,,,,,,,,,Pharaoh Hound,,,,,,,172.0
,,,,,,,,,,,,,,Komondoro,,,,,,,173.0
,,,,,,,,,,,,,,Glen of Imaal Terrier,,,,,,,174.0
,,,,,,,,,,,,,,American English Coonhound,,,,,,,175.0
,,,,,,,,,,,,,,Dandie Dinmont Terrier,,,,,,,176.0
,,,,,,,,,,,,,,Grand Basset Griffon Vendeen,,,,,,,177.0
,,,,,,,,,,,,,,Skye Terrier,,,,,,,178.0
,,,,,,,,,,,,,,Canaan Dog,,,,,,,179.0
,,,,,,,,,,,,,,Spaniels (Sussex,,,,,,,180.0
,,,,,,,,,,,,,,Pyrenean Shepherd,,,,,,,181.0
,,,,,,,,,,,,,,Otterhound,,,,,,,182.0
,,,,,,,,,,,,,,Cirnechi dell’Etn,,,,,,,183.0
,,,,,,,,,,,,,,Finnish Spit,,,,,,,184.0
,,,,,,,,,,,,,,Cesky Terrier,,,,,,,185.0
,,,,,,,,,,,,,,American Foxhound,,,,,,,186.0
,,,,,,,,,,,,,,Bergamasco Sheepdog,,,,,,,187.0
,,,,,,,,,,,,,,English Foxhound,,,,,,,188.0
,,,,,,,,,,,,,,Harrier,,,,,,,189.0
,,,,,,,,,,,,,,Chinook,,,,,,,190.0
,,,,,,,,,,,,,,Norwegian Lundehund,,,,,,,191.0
,,,,,,,,,,,,,,Sloughi,,,,,,,192.0
